date,period,year,quarter,series,region,property_type,pct_1m,pct_12m,pct_3m,index
2019-09-01,2019-09,2019,2019Q3,National - houses,National,Houses,0.2,1.0,1.2,135.2
2019-09-01,2019-09,2019,2019Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.1,3.4,1.3,146.7
2019-09-01,2019-09,2019,2019Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.6,4.9,1.5,161.2
2019-09-01,2019-09,2019,2019Q3,National excluding Dublin - houses,National excluding Dublin,Houses,0.1,3.2,1.3,145.4
2019-09-01,2019-09,2019,2019Q3,South Dublin - houses,South Dublin,Houses,-0.7,-0.1,-0.7,121.6
2019-09-01,2019-09,2019,2019Q3,South-East - houses,South-East,Houses,-0.5,3.6,-0.3,144.0
2019-09-01,2019-09,2019,2019Q3,South-West - houses,South-West,Houses,0.0,2.3,1.0,144.7
2019-09-01,2019-09,2019,2019Q3,West - houses,West,Houses,-0.5,5.6,1.0,161.9
2019-10-01,2019-10,2019,2019Q4,Border - houses,Border,Houses,0.4,9.4,1.6,146.5
2019-10-01,2019-10,2019,2019Q4,Dublin - all residential properties,Dublin,All residential,0.0,-1.4,0.4,125.9
2019-10-01,2019-10,2019,2019Q4,Dublin - apartments,Dublin,Apartments,-0.6,-0.1,-0.1,131.1
2019-10-01,2019-10,2019,2019Q4,Dublin - houses,Dublin,Houses,0.3,-1.8,0.9,124.7
2019-10-01,2019-10,2019,2019Q4,Dublin City - houses,Dublin City,Houses,0.0,-1.1,1.1,126.3
2019-10-01,2019-10,2019,2019Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.7,-6.7,1.0,120.6
2019-10-01,2019-10,2019,2019Q4,Fingal - houses,Fingal,Houses,0.5,1.3,0.9,122.5
2019-10-01,2019-10,2019,2019Q4,Mid-East - houses,Mid-East,Houses,0.3,0.2,0.5,133.8
2019-10-01,2019-10,2019,2019Q4,Mid-West - houses,Mid-West,Houses,0.1,4.6,3.4,156.9
2019-10-01,2019-10,2019,2019Q4,Midland - houses,Midland,Houses,0.6,3.2,2.9,156.4
2019-10-01,2019-10,2019,2019Q4,National - all residential properties,National,All residential,0.1,1.0,0.5,136.0
2019-10-01,2019-10,2019,2019Q4,National - apartments,National,Apartments,0.0,0.7,0.7,138.3
2019-10-01,2019-10,2019,2019Q4,National - houses,National,Houses,0.2,0.9,0.7,135.5
2019-10-01,2019-10,2019,2019Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.2,3.5,0.6,147.0
2019-10-01,2019-10,2019,2019Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.7,5.3,1.6,162.4
2019-10-01,2019-10,2019,2019Q4,National excluding Dublin - houses,National excluding Dublin,Houses,0.2,3.2,0.5,145.7
2019-10-01,2019-10,2019,2019Q4,South Dublin - houses,South Dublin,Houses,-0.2,-1.0,-1.3,121.4
2019-10-01,2019-10,2019,2019Q4,South-East - houses,South-East,Houses,0.8,3.5,-0.3,145.1
2019-10-01,2019-10,2019,2019Q4,South-West - houses,South-West,Houses,0.1,2.3,0.4,144.8
2019-10-01,2019-10,2019,2019Q4,West - houses,West,Houses,0.4,5.4,0.4,162.5
2019-11-01,2019-11,2019,2019Q4,Border - houses,Border,Houses,-0.2,8.7,1.2,146.2
2019-11-01,2019-11,2019,2019Q4,Dublin - all residential properties,Dublin,All residential,-0.2,-1.0,-0.2,125.6
2019-11-01,2019-11,2019,2019Q4,Dublin - apartments,Dublin,Apartments,-1.5,-1.6,-2.2,129.1
2019-11-01,2019-11,2019,2019Q4,Dublin - houses,Dublin,Houses,0.2,-0.7,0.7,125.0
2019-11-01,2019-11,2019,2019Q4,Dublin City - houses,Dublin City,Houses,-0.2,-0.9,0.4,126.0
2019-11-01,2019-11,2019,2019Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.6,-5.9,1.3,121.3
2019-11-01,2019-11,2019,2019Q4,Fingal - houses,Fingal,Houses,0.9,2.6,1.9,123.7
2019-11-01,2019-11,2019,2019Q4,Mid-East - houses,Mid-East,Houses,0.0,0.3,0.5,133.8
2019-11-01,2019-11,2019,2019Q4,Mid-West - houses,Mid-West,Houses,0.5,3.9,2.5,157.8
2019-11-01,2019-11,2019,2019Q4,Midland - houses,Midland,Houses,0.8,4.4,2.2,157.6
2019-11-01,2019-11,2019,2019Q4,National - all residential properties,National,All residential,-0.2,1.1,0.0,135.7
2019-11-01,2019-11,2019,2019Q4,National - apartments,National,Apartments,-0.7,-0.4,-0.5,137.3
2019-11-01,2019-11,2019,2019Q4,National - houses,National,Houses,0.0,1.4,0.4,135.5
2019-11-01,2019-11,2019,2019Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.2,3.3,0.2,146.8
2019-11-01,2019-11,2019,2019Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,-0.2,4.0,1.2,162.1
2019-11-01,2019-11,2019,2019Q4,National excluding Dublin - houses,National excluding Dublin,Houses,-0.1,3.2,0.2,145.5
2019-11-01,2019-11,2019,2019Q4,South Dublin - houses,South Dublin,Houses,0.0,-1.1,-0.9,121.4
2019-11-01,2019-11,2019,2019Q4,South-East - houses,South-East,Houses,-1.0,1.9,-0.8,143.6
2019-11-01,2019-11,2019,2019Q4,South-West - houses,South-West,Houses,0.5,2.6,0.7,145.5
2019-11-01,2019-11,2019,2019Q4,West - houses,West,Houses,-0.1,5.5,-0.1,162.4
2019-12-01,2019-12,2019,2019Q4,Border - houses,Border,Houses,-0.6,5.9,-0.4,145.4
2019-12-01,2019-12,2019,2019Q4,Dublin - all residential properties,Dublin,All residential,-1.6,-1.7,-1.8,123.6
2019-12-01,2019-12,2019,2019Q4,Dublin - apartments,Dublin,Apartments,-3.8,-4.9,-5.9,124.1
2019-12-01,2019-12,2019,2019Q4,Dublin - houses,Dublin,Houses,-0.8,-0.6,-0.3,124.0
2019-12-01,2019-12,2019,2019Q4,Dublin City - houses,Dublin City,Houses,-0.5,-0.8,-0.7,125.4
2019-12-01,2019-12,2019,2019Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.4,-5.4,0.9,120.8
2019-12-01,2019-12,2019,2019Q4,Fingal - houses,Fingal,Houses,-0.1,2.6,1.4,123.6
2019-12-01,2019-12,2019,2019Q4,Mid-East - houses,Mid-East,Houses,0.0,0.7,0.3,133.8
2019-12-01,2019-12,2019,2019Q4,Mid-West - houses,Mid-West,Houses,-1.0,4.0,-0.3,156.3
2019-12-01,2019-12,2019,2019Q4,Midland - houses,Midland,Houses,0.5,5.1,1.8,158.4
2019-12-01,2019-12,2019,2019Q4,National - all residential properties,National,All residential,-1.1,0.3,-1.2,134.2
2019-12-01,2019-12,2019,2019Q4,National - apartments,National,Apartments,-2.3,-2.4,-3.0,134.2
2019-12-01,2019-12,2019,2019Q4,National - houses,National,Houses,-0.7,1.0,-0.4,134.6
2019-12-01,2019-12,2019,2019Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.6,2.4,-0.6,145.9
2019-12-01,2019-12,2019,2019Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,-1.2,2.7,-0.6,160.2
2019-12-01,2019-12,2019,2019Q4,National excluding Dublin - houses,National excluding Dublin,Houses,-0.6,2.4,-0.5,144.7
2019-12-01,2019-12,2019,2019Q4,South Dublin - houses,South Dublin,Houses,0.1,-1.5,-0.1,121.4
2019-12-01,2019-12,2019,2019Q4,South-East - houses,South-East,Houses,-0.4,0.8,-0.7,143.0
2019-12-01,2019-12,2019,2019Q4,South-West - houses,South-West,Houses,-0.3,1.4,0.3,145.1
2019-12-01,2019-12,2019,2019Q4,West - houses,West,Houses,0.2,4.6,0.6,162.8
2020-01-01,2020-01,2020,2020Q1,Border - houses,Border,Houses,0.6,7.5,-0.2,146.3
2020-01-01,2020-01,2020,2020Q1,Dublin - all residential properties,Dublin,All residential,0.7,-0.5,-1.1,124.5
2020-01-01,2020-01,2020,2020Q1,Dublin - apartments,Dublin,Apartments,2.5,-1.9,-2.9,127.2
2020-01-01,2020-01,2020,2020Q1,Dublin - houses,Dublin,Houses,0.3,0.2,-0.3,124.4
2020-01-01,2020-01,2020,2020Q1,Dublin City - houses,Dublin City,Houses,-0.5,-1.4,-1.2,124.7
2020-01-01,2020-01,2020,2020Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.5,-4.1,0.6,121.4
2020-01-01,2020-01,2020,2020Q1,Fingal - houses,Fingal,Houses,1.6,4.6,2.5,125.6
2020-01-01,2020-01,2020,2020Q1,Mid-East - houses,Mid-East,Houses,-0.9,0.2,-0.9,132.6
2020-01-01,2020-01,2020,2020Q1,Mid-West - houses,Mid-West,Houses,-1.7,2.2,-2.1,153.7
2020-01-01,2020-01,2020,2020Q1,Midland - houses,Midland,Houses,-1.4,3.6,-0.1,156.2
2020-01-01,2020-01,2020,2020Q1,National - all residential properties,National,All residential,0.1,1.0,-1.2,134.4
2020-01-01,2020-01,2020,2020Q1,National - apartments,National,Apartments,1.1,-0.8,-1.9,135.7
2020-01-01,2020-01,2020,2020Q1,National - houses,National,Houses,0.0,1.5,-0.6,134.6
2020-01-01,2020-01,2020,2020Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.4,2.6,-1.2,145.3
2020-01-01,2020-01,2020,2020Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,-2.1,1.5,-3.4,156.9
2020-01-01,2020-01,2020,2020Q1,National excluding Dublin - houses,National excluding Dublin,Houses,-0.3,2.7,-1.0,144.3
2020-01-01,2020-01,2020,2020Q1,South Dublin - houses,South Dublin,Houses,-0.1,-1.4,0.0,121.3
2020-01-01,2020-01,2020,2020Q1,South-East - houses,South-East,Houses,0.0,0.2,-1.4,143.0
2020-01-01,2020-01,2020,2020Q1,South-West - houses,South-West,Houses,1.1,2.5,1.3,146.6
2020-01-01,2020-01,2020,2020Q1,West - houses,West,Houses,0.0,5.9,0.1,162.7
2020-02-01,2020-02,2020,2020Q1,Border - houses,Border,Houses,0.7,7.9,0.7,147.3
2020-02-01,2020-02,2020,2020Q1,Dublin - all residential properties,Dublin,All residential,0.1,-0.1,-0.8,124.6
2020-02-01,2020-02,2020,2020Q1,Dublin - apartments,Dublin,Apartments,0.9,0.1,-0.6,128.4
2020-02-01,2020-02,2020,2020Q1,Dublin - houses,Dublin,Houses,-0.1,0.2,-0.6,124.2
2020-02-01,2020-02,2020,2020Q1,Dublin City - houses,Dublin City,Houses,-0.4,-1.8,-1.4,124.2
2020-02-01,2020-02,2020,2020Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.2,-3.2,-0.2,121.1
2020-02-01,2020-02,2020,2020Q1,Fingal - houses,Fingal,Houses,0.5,4.5,2.0,126.1
2020-02-01,2020-02,2020,2020Q1,Mid-East - houses,Mid-East,Houses,-1.0,-0.1,-1.8,131.3
2020-02-01,2020-02,2020,2020Q1,Mid-West - houses,Mid-West,Houses,-0.3,1.8,-3.0,153.1
2020-02-01,2020-02,2020,2020Q1,Midland - houses,Midland,Houses,0.0,3.0,-0.8,156.3
2020-02-01,2020-02,2020,2020Q1,National - all residential properties,National,All residential,-0.1,1.0,-1.1,134.2
2020-02-01,2020-02,2020,2020Q1,National - apartments,National,Apartments,0.5,0.4,-0.7,136.3
2020-02-01,2020-02,2020,2020Q1,National - houses,National,Houses,-0.2,1.3,-0.9,134.3
2020-02-01,2020-02,2020,2020Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.4,2.2,-1.4,144.8
2020-02-01,2020-02,2020,2020Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,-0.6,1.2,-3.8,155.9
2020-02-01,2020-02,2020,2020Q1,National excluding Dublin - houses,National excluding Dublin,Houses,-0.3,2.3,-1.2,143.8
2020-02-01,2020-02,2020,2020Q1,South Dublin - houses,South Dublin,Houses,-0.3,-1.4,-0.4,120.9
2020-02-01,2020-02,2020,2020Q1,South-East - houses,South-East,Houses,-0.1,-1.6,-0.6,142.8
2020-02-01,2020-02,2020,2020Q1,South-West - houses,South-West,Houses,-0.2,2.9,0.6,146.4
2020-02-01,2020-02,2020,2020Q1,West - houses,West,Houses,0.3,5.9,0.5,163.2
2020-03-01,2020-03,2020,2020Q1,Border - houses,Border,Houses,-1.3,4.1,-0.1,145.3
2020-03-01,2020-03,2020,2020Q1,Dublin - all residential properties,Dublin,All residential,0.1,0.6,0.9,124.7
2020-03-01,2020-03,2020,2020Q1,Dublin - apartments,Dublin,Apartments,0.9,1.4,4.4,129.6
2020-03-01,2020-03,2020,2020Q1,Dublin - houses,Dublin,Houses,-0.2,0.8,0.0,124.1
2020-03-01,2020-03,2020,2020Q1,Dublin City - houses,Dublin City,Houses,-0.5,-1.7,-1.4,123.6
2020-03-01,2020-03,2020,2020Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.2,-1.6,0.5,121.4
2020-03-01,2020-03,2020,2020Q1,Fingal - houses,Fingal,Houses,-0.1,4.8,1.9,126.0
2020-03-01,2020-03,2020,2020Q1,Mid-East - houses,Mid-East,Houses,0.3,0.1,-1.5,131.8
2020-03-01,2020-03,2020,2020Q1,Mid-West - houses,Mid-West,Houses,0.0,2.9,-2.0,153.1
2020-03-01,2020-03,2020,2020Q1,Midland - houses,Midland,Houses,-1.6,0.1,-2.9,153.7
2020-03-01,2020-03,2020,2020Q1,National - all residential properties,National,All residential,0.0,0.9,0.0,134.3
2020-03-01,2020-03,2020,2020Q1,National - apartments,National,Apartments,0.4,1.0,2.0,136.9
2020-03-01,2020-03,2020,2020Q1,National - houses,National,Houses,0.0,1.2,-0.3,134.2
2020-03-01,2020-03,2020,2020Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.0,1.3,-0.8,144.7
2020-03-01,2020-03,2020,2020Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,-0.9,-0.7,-3.6,154.5
2020-03-01,2020-03,2020,2020Q1,National excluding Dublin - houses,National excluding Dublin,Houses,0.1,1.5,-0.5,143.9
2020-03-01,2020-03,2020,2020Q1,South Dublin - houses,South Dublin,Houses,0.0,-1.4,-0.5,120.9
2020-03-01,2020-03,2020,2020Q1,South-East - houses,South-East,Houses,-0.1,-1.8,-0.2,142.7
2020-03-01,2020-03,2020,2020Q1,South-West - houses,South-West,Houses,0.1,2.9,1.0,146.6
2020-03-01,2020-03,2020,2020Q1,West - houses,West,Houses,1.1,5.1,1.4,165.0
2020-04-01,2020-04,2020,2020Q2,Border - houses,Border,Houses,-1.4,2.0,-2.1,143.2
2020-04-01,2020-04,2020,2020Q2,Dublin - all residential properties,Dublin,All residential,-0.4,0.2,-0.2,124.2
2020-04-01,2020-04,2020,2020Q2,Dublin - apartments,Dublin,Apartments,0.5,1.5,2.4,130.3
2020-04-01,2020-04,2020,2020Q2,Dublin - houses,Dublin,Houses,-0.6,0.4,-0.9,123.3
2020-04-01,2020-04,2020,2020Q2,Dublin City - houses,Dublin City,Houses,-0.5,-1.7,-1.4,123.0
2020-04-01,2020-04,2020,2020Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.8,-1.6,-0.8,120.4
2020-04-01,2020-04,2020,2020Q2,Fingal - houses,Fingal,Houses,-1.7,3.3,-1.4,123.8
2020-04-01,2020-04,2020,2020Q2,Mid-East - houses,Mid-East,Houses,0.8,0.8,0.1,132.8
2020-04-01,2020-04,2020,2020Q2,Mid-West - houses,Mid-West,Houses,-1.2,2.1,-1.5,151.4
2020-04-01,2020-04,2020,2020Q2,Midland - houses,Midland,Houses,0.1,-0.5,-1.5,153.9
2020-04-01,2020-04,2020,2020Q2,National - all residential properties,National,All residential,-0.1,0.7,-0.2,134.2
2020-04-01,2020-04,2020,2020Q2,National - apartments,National,Apartments,0.6,1.5,1.5,137.7
2020-04-01,2020-04,2020,2020Q2,National - houses,National,Houses,-0.2,0.9,-0.5,134.0
2020-04-01,2020-04,2020,2020Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.2,1.2,-0.1,145.1
2020-04-01,2020-04,2020,2020Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.7,-0.4,-0.8,155.6
2020-04-01,2020-04,2020,2020Q2,National excluding Dublin - houses,National excluding Dublin,Houses,0.2,1.4,-0.1,144.2
2020-04-01,2020-04,2020,2020Q2,South Dublin - houses,South Dublin,Houses,0.8,-0.6,0.5,121.9
2020-04-01,2020-04,2020,2020Q2,South-East - houses,South-East,Houses,-0.5,-2.2,-0.7,142.0
2020-04-01,2020-04,2020,2020Q2,South-West - houses,South-West,Houses,0.5,3.5,0.4,147.2
2020-04-01,2020-04,2020,2020Q2,West - houses,West,Houses,0.7,4.8,2.1,166.2
2020-05-01,2020-05,2020,2020Q2,Border - houses,Border,Houses,-0.2,0.6,-3.0,142.9
2020-05-01,2020-05,2020,2020Q2,Dublin - all residential properties,Dublin,All residential,-0.2,-0.2,-0.6,123.9
2020-05-01,2020-05,2020,2020Q2,Dublin - apartments,Dublin,Apartments,0.1,1.6,1.6,130.4
2020-05-01,2020-05,2020,2020Q2,Dublin - houses,Dublin,Houses,-0.3,-0.1,-1.1,122.9
2020-05-01,2020-05,2020,2020Q2,Dublin City - houses,Dublin City,Houses,-0.3,-1.4,-1.3,122.6
2020-05-01,2020-05,2020,2020Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.1,-0.5,-0.5,120.6
2020-05-01,2020-05,2020,2020Q2,Fingal - houses,Fingal,Houses,-0.5,1.6,-2.3,123.2
2020-05-01,2020-05,2020,2020Q2,Mid-East - houses,Mid-East,Houses,-0.7,-0.1,0.4,131.9
2020-05-01,2020-05,2020,2020Q2,Mid-West - houses,Mid-West,Houses,-1.1,1.3,-2.2,149.8
2020-05-01,2020-05,2020,2020Q2,Midland - houses,Midland,Houses,-0.4,-1.0,-1.9,153.3
2020-05-01,2020-05,2020,2020Q2,National - all residential properties,National,All residential,-0.1,0.3,-0.1,134.1
2020-05-01,2020-05,2020,2020Q2,National - apartments,National,Apartments,0.3,1.8,1.3,138.1
2020-05-01,2020-05,2020,2020Q2,National - houses,National,Houses,-0.1,0.5,-0.3,133.8
2020-05-01,2020-05,2020,2020Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.1,0.9,0.3,145.2
2020-05-01,2020-05,2020,2020Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.7,-0.4,0.5,156.7
2020-05-01,2020-05,2020,2020Q2,National excluding Dublin - houses,National excluding Dublin,Houses,0.1,1.1,0.3,144.3
2020-05-01,2020-05,2020,2020Q2,South Dublin - houses,South Dublin,Houses,-0.8,-1.4,0.0,120.9
2020-05-01,2020-05,2020,2020Q2,South-East - houses,South-East,Houses,1.0,-0.5,0.4,143.4
2020-05-01,2020-05,2020,2020Q2,South-West - houses,South-West,Houses,1.3,4.7,1.9,149.2
2020-05-01,2020-05,2020,2020Q2,West - houses,West,Houses,0.5,4.3,2.3,166.9
2020-06-01,2020-06,2020,2020Q2,Border - houses,Border,Houses,-1.8,-1.4,-3.4,140.3
2020-06-01,2020-06,2020,2020Q2,Dublin - all residential properties,Dublin,All residential,-0.2,-0.6,-0.8,123.7
2020-06-01,2020-06,2020,2020Q2,Dublin - apartments,Dublin,Apartments,1.1,2.1,1.8,131.8
2020-06-01,2020-06,2020,2020Q2,Dublin - houses,Dublin,Houses,-0.5,-0.7,-1.4,122.3
2020-06-01,2020-06,2020,2020Q2,Dublin City - houses,Dublin City,Houses,0.0,-1.5,-0.9,122.5
2020-06-01,2020-06,2020,2020Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.0,0.3,-0.7,120.6
2020-06-01,2020-06,2020,2020Q2,Fingal - houses,Fingal,Houses,-1.2,0.2,-3.3,121.8
2020-06-01,2020-06,2020,2020Q2,Mid-East - houses,Mid-East,Houses,0.3,-0.2,0.3,132.2
2020-06-01,2020-06,2020,2020Q2,Mid-West - houses,Mid-West,Houses,0.0,0.5,-2.2,149.8
2020-06-01,2020-06,2020,2020Q2,Midland - houses,Midland,Houses,1.5,0.6,1.2,155.6
2020-06-01,2020-06,2020,2020Q2,National - all residential properties,National,All residential,0.1,0.0,-0.1,134.2
2020-06-01,2020-06,2020,2020Q2,National - apartments,National,Apartments,0.7,2.2,1.6,139.1
2020-06-01,2020-06,2020,2020Q2,National - houses,National,Houses,0.0,0.1,-0.3,133.8
2020-06-01,2020-06,2020,2020Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.3,0.6,0.6,145.7
2020-06-01,2020-06,2020,2020Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,-0.2,-1.5,1.2,156.4
2020-06-01,2020-06,2020,2020Q2,National excluding Dublin - houses,National excluding Dublin,Houses,0.3,0.8,0.6,144.8
2020-06-01,2020-06,2020,2020Q2,South Dublin - houses,South Dublin,Houses,-1.0,-2.3,-1.0,119.7
2020-06-01,2020-06,2020,2020Q2,South-East - houses,South-East,Houses,0.0,-0.8,0.4,143.3
2020-06-01,2020-06,2020,2020Q2,South-West - houses,South-West,Houses,1.3,5.5,3.1,151.0
2020-06-01,2020-06,2020,2020Q2,West - houses,West,Houses,-0.2,3.9,1.0,166.6
2020-07-01,2020-07,2020,2020Q3,Border - houses,Border,Houses,0.6,-2.2,-1.5,141.1
2020-07-01,2020-07,2020,2020Q3,Dublin - all residential properties,Dublin,All residential,-0.2,-1.4,-0.6,123.5
2020-07-01,2020-07,2020,2020Q3,Dublin - apartments,Dublin,Apartments,-0.2,0.3,1.0,131.6
2020-07-01,2020-07,2020,2020Q3,Dublin - houses,Dublin,Houses,-0.2,-1.3,-1.0,122.1
2020-07-01,2020-07,2020,2020Q3,Dublin City - houses,Dublin City,Houses,-0.9,-2.8,-1.3,121.4
2020-07-01,2020-07,2020,2020Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.4,0.6,-0.2,120.1
2020-07-01,2020-07,2020,2020Q3,Fingal - houses,Fingal,Houses,0.6,0.9,-1.0,122.5
2020-07-01,2020-07,2020,2020Q3,Mid-East - houses,Mid-East,Houses,0.9,0.2,0.5,133.4
2020-07-01,2020-07,2020,2020Q3,Mid-West - houses,Mid-West,Houses,1.9,0.6,0.9,152.7
2020-07-01,2020-07,2020,2020Q3,Midland - houses,Midland,Houses,0.5,2.9,1.6,156.4
2020-07-01,2020-07,2020,2020Q3,National - all residential properties,National,All residential,0.2,-0.7,0.2,134.4
2020-07-01,2020-07,2020,2020Q3,National - apartments,National,Apartments,0.3,1.6,1.3,139.6
2020-07-01,2020-07,2020,2020Q3,National - houses,National,Houses,0.1,-0.4,0.0,134.0
2020-07-01,2020-07,2020,2020Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.5,0.1,0.9,146.3
2020-07-01,2020-07,2020,2020Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,1.6,-0.5,2.1,158.9
2020-07-01,2020-07,2020,2020Q3,National excluding Dublin - houses,National excluding Dublin,Houses,0.4,0.2,0.8,145.3
2020-07-01,2020-07,2020,2020Q3,South Dublin - houses,South Dublin,Houses,0.4,-2.2,-1.4,120.2
2020-07-01,2020-07,2020,2020Q3,South-East - houses,South-East,Houses,-0.1,-1.6,0.9,143.2
2020-07-01,2020-07,2020,2020Q3,South-West - houses,South-West,Houses,-0.2,4.5,2.3,150.7
2020-07-01,2020-07,2020,2020Q3,West - houses,West,Houses,-1.0,1.9,-0.7,164.9
2020-08-01,2020-08,2020,2020Q3,Border - houses,Border,Houses,-1.7,-4.0,-3.0,138.6
2020-08-01,2020-08,2020,2020Q3,Dublin - all residential properties,Dublin,All residential,0.0,-1.8,-0.3,123.6
2020-08-01,2020-08,2020,2020Q3,Dublin - apartments,Dublin,Apartments,0.0,-0.4,0.9,131.6
2020-08-01,2020-08,2020,2020Q3,Dublin - houses,Dublin,Houses,0.1,-1.6,-0.6,122.1
2020-08-01,2020-08,2020,2020Q3,Dublin City - houses,Dublin City,Houses,-0.5,-3.7,-1.4,120.8
2020-08-01,2020-08,2020,2020Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.0,0.3,-0.4,120.1
2020-08-01,2020-08,2020,2020Q3,Fingal - houses,Fingal,Houses,0.8,1.8,0.2,123.5
2020-08-01,2020-08,2020,2020Q3,Mid-East - houses,Mid-East,Houses,0.4,0.6,1.5,133.9
2020-08-01,2020-08,2020,2020Q3,Mid-West - houses,Mid-West,Houses,-1.2,-2.0,0.7,150.9
2020-08-01,2020-08,2020,2020Q3,Midland - houses,Midland,Houses,1.8,3.3,3.9,159.3
2020-08-01,2020-08,2020,2020Q3,National - all residential properties,National,All residential,0.0,-0.9,0.3,134.5
2020-08-01,2020-08,2020,2020Q3,National - apartments,National,Apartments,-0.1,1.0,1.0,139.4
2020-08-01,2020-08,2020,2020Q3,National - houses,National,Houses,0.0,-0.7,0.2,134.1
2020-08-01,2020-08,2020,2020Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.0,-0.1,0.8,146.4
2020-08-01,2020-08,2020,2020Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,-0.2,-1.0,1.2,158.6
