date,period,year,quarter,series,region,property_type,pct_1m,pct_12m,pct_3m,index
2018-09-01,2018-09,2018,2018Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.5,8.9,2.9,128.6
2018-09-01,2018-09,2018,2018Q3,Fingal - houses,Fingal,Houses,0.7,5.8,-0.3,119.6
2018-09-01,2018-09,2018,2018Q3,Mid-East - houses,Mid-East,Houses,0.4,9.9,0.8,133.4
2018-09-01,2018-09,2018,2018Q3,Mid-West - houses,Mid-West,Houses,1.3,21.1,4.2,149.8
2018-09-01,2018-09,2018,2018Q3,Midland - houses,Midland,Houses,2.2,11.7,3.6,149.8
2018-09-01,2018-09,2018,2018Q3,National - all residential properties,National,All residential,0.9,8.5,2.1,134.4
2018-09-01,2018-09,2018,2018Q3,National - apartments,National,Apartments,0.5,11.8,2.1,137.3
2018-09-01,2018-09,2018,2018Q3,National - houses,National,Houses,1.0,8.2,2.2,133.8
2018-09-01,2018-09,2018,2018Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,1.0,10.7,1.8,141.9
2018-09-01,2018-09,2018,2018Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,-0.2,16.6,1.8,153.6
2018-09-01,2018-09,2018,2018Q3,National excluding Dublin - houses,National excluding Dublin,Houses,1.1,10.2,1.9,140.9
2018-09-01,2018-09,2018,2018Q3,South Dublin - houses,South Dublin,Houses,0.7,4.4,2.9,121.8
2018-09-01,2018-09,2018,2018Q3,South-East - houses,South-East,Houses,1.4,10.8,3.2,139.0
2018-09-01,2018-09,2018,2018Q3,South-West - houses,South-West,Houses,0.5,9.7,1.1,141.4
2018-09-01,2018-09,2018,2018Q3,West - houses,West,Houses,1.9,14.3,3.9,153.3
2018-10-01,2018-10,2018,2018Q4,Border - houses,Border,Houses,2.2,8.8,7.2,134.0
2018-10-01,2018-10,2018,2018Q4,Dublin - all residential properties,Dublin,All residential,0.3,6.1,1.9,127.7
2018-10-01,2018-10,2018,2018Q4,Dublin - apartments,Dublin,Apartments,-0.5,6.7,1.1,131.2
2018-10-01,2018-10,2018,2018Q4,Dublin - houses,Dublin,Houses,0.6,6.1,2.2,126.9
2018-10-01,2018-10,2018,2018Q4,Dublin City - houses,Dublin City,Houses,0.1,5.8,1.1,127.6
2018-10-01,2018-10,2018,2018Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.5,7.8,2.0,129.3
2018-10-01,2018-10,2018,2018Q4,Fingal - houses,Fingal,Houses,1.1,6.3,1.2,121.0
2018-10-01,2018-10,2018,2018Q4,Mid-East - houses,Mid-East,Houses,0.1,8.4,0.7,133.5
2018-10-01,2018-10,2018,2018Q4,Mid-West - houses,Mid-West,Houses,0.1,21.2,2.7,150.0
2018-10-01,2018-10,2018,2018Q4,Midland - houses,Midland,Houses,1.1,14.1,3.4,151.5
2018-10-01,2018-10,2018,2018Q4,National - all residential properties,National,All residential,0.2,8.3,1.7,134.7
2018-10-01,2018-10,2018,2018Q4,National - apartments,National,Apartments,0.0,10.3,1.4,137.3
2018-10-01,2018-10,2018,2018Q4,National - houses,National,Houses,0.3,8.3,1.9,134.3
2018-10-01,2018-10,2018,2018Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.2,10.7,1.5,142.1
2018-10-01,2018-10,2018,2018Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.4,15.0,1.2,154.2
2018-10-01,2018-10,2018,2018Q4,National excluding Dublin - houses,National excluding Dublin,Houses,0.1,10.3,1.6,141.1
2018-10-01,2018-10,2018,2018Q4,South Dublin - houses,South Dublin,Houses,0.6,4.7,2.6,122.5
2018-10-01,2018-10,2018,2018Q4,South-East - houses,South-East,Houses,0.8,9.6,3.6,140.1
2018-10-01,2018-10,2018,2018Q4,South-West - houses,South-West,Houses,0.1,9.6,0.6,141.5
2018-10-01,2018-10,2018,2018Q4,West - houses,West,Houses,0.6,13.5,2.8,154.2
2018-11-01,2018-11,2018,2018Q4,Border - houses,Border,Houses,0.4,5.4,5.0,134.5
2018-11-01,2018-11,2018,2018Q4,Dublin - all residential properties,Dublin,All residential,-0.7,5.1,0.4,126.8
2018-11-01,2018-11,2018,2018Q4,Dublin - apartments,Dublin,Apartments,0.0,6.0,0.1,131.2
2018-11-01,2018-11,2018,2018Q4,Dublin - houses,Dublin,Houses,-0.9,5.0,0.6,125.9
2018-11-01,2018-11,2018,2018Q4,Dublin City - houses,Dublin City,Houses,-0.4,4.6,0.3,127.1
2018-11-01,2018-11,2018,2018Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.3,6.9,0.7,128.9
2018-11-01,2018-11,2018,2018Q4,Fingal - houses,Fingal,Houses,-0.4,4.3,1.4,120.5
2018-11-01,2018-11,2018,2018Q4,Mid-East - houses,Mid-East,Houses,-0.1,7.5,0.4,133.4
2018-11-01,2018-11,2018,2018Q4,Mid-West - houses,Mid-West,Houses,1.2,20.8,2.7,151.9
2018-11-01,2018-11,2018,2018Q4,Midland - houses,Midland,Houses,-0.4,12.3,3.0,151.0
2018-11-01,2018-11,2018,2018Q4,National - all residential properties,National,All residential,-0.3,7.1,0.8,134.2
2018-11-01,2018-11,2018,2018Q4,National - apartments,National,Apartments,0.3,9.6,0.8,137.8
2018-11-01,2018-11,2018,2018Q4,National - houses,National,Houses,-0.5,6.9,0.9,133.7
2018-11-01,2018-11,2018,2018Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.0,9.2,1.2,142.1
2018-11-01,2018-11,2018,2018Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,1.0,15.2,1.3,155.8
2018-11-01,2018-11,2018,2018Q4,National excluding Dublin - houses,National excluding Dublin,Houses,-0.1,8.7,1.2,141.0
2018-11-01,2018-11,2018,2018Q4,South Dublin - houses,South Dublin,Houses,0.2,4.7,1.5,122.7
2018-11-01,2018-11,2018,2018Q4,South-East - houses,South-East,Houses,0.6,9.2,2.8,140.9
2018-11-01,2018-11,2018,2018Q4,South-West - houses,South-West,Houses,0.2,8.0,0.8,141.9
2018-11-01,2018-11,2018,2018Q4,West - houses,West,Houses,-0.2,11.6,2.3,153.9
2018-12-01,2018-12,2018,2018Q4,Border - houses,Border,Houses,2.1,5.8,4.7,137.3
2018-12-01,2018-12,2018,2018Q4,Dublin - all residential properties,Dublin,All residential,-0.8,3.9,-1.2,125.8
2018-12-01,2018-12,2018,2018Q4,Dublin - apartments,Dublin,Apartments,-0.5,3.4,-1.0,130.5
2018-12-01,2018-12,2018,2018Q4,Dublin - houses,Dublin,Houses,-0.9,4.1,-1.1,124.8
2018-12-01,2018-12,2018,2018Q4,Dublin City - houses,Dublin City,Houses,-0.6,4.0,-1.0,126.3
2018-12-01,2018-12,2018,2018Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-1.0,5.0,-0.8,127.7
2018-12-01,2018-12,2018,2018Q4,Fingal - houses,Fingal,Houses,0.0,3.4,0.7,120.5
2018-12-01,2018-12,2018,2018Q4,Mid-East - houses,Mid-East,Houses,-0.4,5.8,-0.4,132.9
2018-12-01,2018-12,2018,2018Q4,Mid-West - houses,Mid-West,Houses,-1.0,18.2,0.3,150.4
2018-12-01,2018-12,2018,2018Q4,Midland - houses,Midland,Houses,-0.2,11.1,0.6,150.7
2018-12-01,2018-12,2018,2018Q4,National - all residential properties,National,All residential,-0.3,6.3,-0.4,133.8
2018-12-01,2018-12,2018,2018Q4,National - apartments,National,Apartments,-0.2,7.9,0.2,137.5
2018-12-01,2018-12,2018,2018Q4,National - houses,National,Houses,-0.3,6.2,-0.4,133.3
2018-12-01,2018-12,2018,2018Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.2,8.9,0.4,142.4
2018-12-01,2018-12,2018,2018Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.1,15.8,1.5,156.0
2018-12-01,2018-12,2018,2018Q4,National excluding Dublin - houses,National excluding Dublin,Houses,0.2,8.2,0.2,141.3
2018-12-01,2018-12,2018,2018Q4,South Dublin - houses,South Dublin,Houses,0.5,4.5,1.3,123.3
2018-12-01,2018-12,2018,2018Q4,South-East - houses,South-East,Houses,0.7,8.7,2.1,141.8
2018-12-01,2018-12,2018,2018Q4,South-West - houses,South-West,Houses,0.9,9.0,1.2,143.1
2018-12-01,2018-12,2018,2018Q4,West - houses,West,Houses,1.1,10.8,1.4,155.5
2019-01-01,2019-01,2019,2019Q1,Border - houses,Border,Houses,-0.8,4.6,1.6,136.1
2019-01-01,2019-01,2019,2019Q1,Dublin - all residential properties,Dublin,All residential,-0.5,2.7,-2.0,125.1
2019-01-01,2019-01,2019,2019Q1,Dublin - apartments,Dublin,Apartments,-0.6,2.7,-1.1,129.7
2019-01-01,2019-01,2019,2019Q1,Dublin - houses,Dublin,Houses,-0.5,2.8,-2.2,124.2
2019-01-01,2019-01,2019,2019Q1,Dublin City - houses,Dublin City,Houses,0.1,3.1,-0.9,126.5
2019-01-01,2019-01,2019,2019Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.8,3.6,-2.1,126.6
2019-01-01,2019-01,2019,2019Q1,Fingal - houses,Fingal,Houses,-0.4,2.2,-0.8,120.0
2019-01-01,2019-01,2019,2019Q1,Mid-East - houses,Mid-East,Houses,-0.4,4.9,-0.9,132.3
2019-01-01,2019-01,2019,2019Q1,Mid-West - houses,Mid-West,Houses,0.0,16.0,0.3,150.4
2019-01-01,2019-01,2019,2019Q1,Midland - houses,Midland,Houses,0.0,10.1,-0.5,150.7
2019-01-01,2019-01,2019,2019Q1,National - all residential properties,National,All residential,-0.6,5.2,-1.2,133.1
2019-01-01,2019-01,2019,2019Q1,National - apartments,National,Apartments,-0.5,7.2,-0.3,136.8
2019-01-01,2019-01,2019,2019Q1,National - houses,National,Houses,-0.5,5.0,-1.3,132.6
2019-01-01,2019-01,2019,2019Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.6,7.9,-0.4,141.6
2019-01-01,2019-01,2019,2019Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,-0.9,16.8,0.2,154.6
2019-01-01,2019-01,2019,2019Q1,National excluding Dublin - houses,National excluding Dublin,Houses,-0.6,7.0,-0.4,140.5
2019-01-01,2019-01,2019,2019Q1,South Dublin - houses,South Dublin,Houses,-0.2,3.4,0.4,123.0
2019-01-01,2019-01,2019,2019Q1,South-East - houses,South-East,Houses,0.7,8.7,1.9,142.7
2019-01-01,2019-01,2019,2019Q1,South-West - houses,South-West,Houses,-0.1,7.5,1.1,143.0
2019-01-01,2019-01,2019,2019Q1,West - houses,West,Houses,-1.2,8.6,-0.3,153.7
2019-02-01,2019-02,2019,2019Q1,Border - houses,Border,Houses,0.3,5.5,1.5,136.5
2019-02-01,2019-02,2019,2019Q1,Dublin - all residential properties,Dublin,All residential,-0.3,1.4,-1.7,124.7
2019-02-01,2019-02,2019,2019Q1,Dublin - apartments,Dublin,Apartments,-1.1,2.1,-2.2,128.3
2019-02-01,2019-02,2019,2019Q1,Dublin - houses,Dublin,Houses,-0.1,1.3,-1.5,124.0
2019-02-01,2019-02,2019,2019Q1,Dublin City - houses,Dublin City,Houses,0.1,1.7,-0.4,126.6
2019-02-01,2019-02,2019,2019Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-1.2,1.6,-3.0,125.1
2019-02-01,2019-02,2019,2019Q1,Fingal - houses,Fingal,Houses,0.6,1.2,0.2,120.7
2019-02-01,2019-02,2019,2019Q1,Mid-East - houses,Mid-East,Houses,-0.6,3.1,-1.4,131.5
2019-02-01,2019-02,2019,2019Q1,Mid-West - houses,Mid-West,Houses,0.0,14.8,-0.9,150.4
2019-02-01,2019-02,2019,2019Q1,Midland - houses,Midland,Houses,0.7,9.3,0.5,151.8
2019-02-01,2019-02,2019,2019Q1,National - all residential properties,National,All residential,-0.2,4.3,-1.0,132.9
2019-02-01,2019-02,2019,2019Q1,National - apartments,National,Apartments,-0.8,5.4,-1.4,135.8
2019-02-01,2019-02,2019,2019Q1,National - houses,National,Houses,0.0,4.2,-0.8,132.5
2019-02-01,2019-02,2019,2019Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.0,7.3,-0.4,141.6
2019-02-01,2019-02,2019,2019Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,-0.3,11.8,-1.1,154.0
2019-02-01,2019-02,2019,2019Q1,National excluding Dublin - houses,National excluding Dublin,Houses,0.0,6.9,-0.3,140.6
2019-02-01,2019-02,2019,2019Q1,South Dublin - houses,South Dublin,Houses,-0.3,3.3,-0.1,122.6
2019-02-01,2019-02,2019,2019Q1,South-East - houses,South-East,Houses,1.7,10.5,3.0,145.1
2019-02-01,2019-02,2019,2019Q1,South-West - houses,South-West,Houses,-0.5,7.2,0.3,142.2
2019-02-01,2019-02,2019,2019Q1,West - houses,West,Houses,0.3,8.7,0.1,154.1
2019-03-01,2019-03,2019,2019Q1,Border - houses,Border,Houses,2.3,8.9,1.7,139.6
2019-03-01,2019-03,2019,2019Q1,Dublin - all residential properties,Dublin,All residential,-0.6,0.9,-1.5,123.9
2019-03-01,2019-03,2019,2019Q1,Dublin - apartments,Dublin,Apartments,-0.4,2.1,-2.1,127.8
2019-03-01,2019-03,2019,2019Q1,Dublin - houses,Dublin,Houses,-0.7,0.5,-1.3,123.1
2019-03-01,2019-03,2019,2019Q1,Dublin City - houses,Dublin City,Houses,-0.7,0.3,-0.5,125.7
2019-03-01,2019-03,2019,2019Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-1.3,0.3,-3.3,123.4
2019-03-01,2019-03,2019,2019Q1,Fingal - houses,Fingal,Houses,-0.4,0.4,-0.2,120.2
2019-03-01,2019-03,2019,2019Q1,Mid-East - houses,Mid-East,Houses,0.1,2.0,-0.9,131.7
2019-03-01,2019-03,2019,2019Q1,Mid-West - houses,Mid-West,Houses,-1.1,11.6,-1.0,148.8
2019-03-01,2019-03,2019,2019Q1,Midland - houses,Midland,Houses,1.2,8.5,1.9,153.6
2019-03-01,2019-03,2019,2019Q1,National - all residential properties,National,All residential,0.1,3.8,-0.6,133.0
2019-03-01,2019-03,2019,2019Q1,National - apartments,National,Apartments,-0.2,4.4,-1.4,135.5
2019-03-01,2019-03,2019,2019Q1,National - houses,National,Houses,0.1,3.7,-0.4,132.7
2019-03-01,2019-03,2019,2019Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.9,6.8,0.3,142.9
2019-03-01,2019-03,2019,2019Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,1.0,9.5,-0.2,155.6
2019-03-01,2019-03,2019,2019Q1,National excluding Dublin - houses,National excluding Dublin,Houses,0.9,6.7,0.3,141.8
2019-03-01,2019-03,2019,2019Q1,South Dublin - houses,South Dublin,Houses,0.0,3.6,-0.6,122.6
2019-03-01,2019-03,2019,2019Q1,South-East - houses,South-East,Houses,0.1,8.7,2.5,145.3
2019-03-01,2019-03,2019,2019Q1,South-West - houses,South-West,Houses,0.1,7.2,-0.5,142.4
2019-03-01,2019-03,2019,2019Q1,West - houses,West,Houses,1.9,9.6,0.9,157.0
2019-04-01,2019-04,2019,2019Q2,Border - houses,Border,Houses,0.5,10.6,3.1,140.3
2019-04-01,2019-04,2019,2019Q2,Dublin - all residential properties,Dublin,All residential,0.0,0.5,-1.0,123.9
2019-04-01,2019-04,2019,2019Q2,Dublin - apartments,Dublin,Apartments,0.5,1.6,-1.0,128.4
2019-04-01,2019-04,2019,2019Q2,Dublin - houses,Dublin,Houses,-0.3,0.1,-1.1,122.8
2019-04-01,2019-04,2019,2019Q2,Dublin City - houses,Dublin City,Houses,-0.4,-0.4,-1.0,125.2
2019-04-01,2019-04,2019,2019Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.9,-1.2,-3.4,122.3
2019-04-01,2019-04,2019,2019Q2,Fingal - houses,Fingal,Houses,-0.4,-0.4,-0.2,119.8
2019-04-01,2019-04,2019,2019Q2,Mid-East - houses,Mid-East,Houses,0.0,1.3,-0.5,131.7
2019-04-01,2019-04,2019,2019Q2,Mid-West - houses,Mid-West,Houses,-0.4,8.8,-1.5,148.2
2019-04-01,2019-04,2019,2019Q2,Midland - houses,Midland,Houses,0.6,7.7,2.6,154.6
2019-04-01,2019-04,2019,2019Q2,National - all residential properties,National,All residential,0.2,2.9,0.1,133.3
2019-04-01,2019-04,2019,2019Q2,National - apartments,National,Apartments,0.1,2.8,-0.8,135.7
2019-04-01,2019-04,2019,2019Q2,National - houses,National,Houses,0.1,3.0,0.1,132.8
2019-04-01,2019-04,2019,2019Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.3,5.4,1.3,143.4
2019-04-01,2019-04,2019,2019Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.4,4.8,1.1,156.3
2019-04-01,2019-04,2019,2019Q2,National excluding Dublin - houses,National excluding Dublin,Houses,0.3,5.7,1.2,142.2
2019-04-01,2019-04,2019,2019Q2,South Dublin - houses,South Dublin,Houses,0.0,4.3,-0.3,122.6
2019-04-01,2019-04,2019,2019Q2,South-East - houses,South-East,Houses,-0.1,6.7,1.7,145.2
2019-04-01,2019-04,2019,2019Q2,South-West - houses,South-West,Houses,-0.1,6.0,-0.5,142.3
2019-04-01,2019-04,2019,2019Q2,West - houses,West,Houses,1.0,9.6,3.1,158.5
2019-05-01,2019-05,2019,2019Q2,Border - houses,Border,Houses,1.2,15.2,4.1,142.1
2019-05-01,2019-05,2019,2019Q2,Dublin - all residential properties,Dublin,All residential,0.2,-0.1,-0.5,124.2
2019-05-01,2019-05,2019,2019Q2,Dublin - apartments,Dublin,Apartments,0.0,0.3,0.1,128.4
2019-05-01,2019-05,2019,2019Q2,Dublin - houses,Dublin,Houses,0.2,-0.2,-0.8,123.0
2019-05-01,2019-05,2019,2019Q2,Dublin City - houses,Dublin City,Houses,-0.7,-1.6,-1.8,124.3
2019-05-01,2019-05,2019,2019Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.9,-3.0,-3.1,121.2
2019-05-01,2019-05,2019,2019Q2,Fingal - houses,Fingal,Houses,1.3,1.1,0.5,121.3
2019-05-01,2019-05,2019,2019Q2,Mid-East - houses,Mid-East,Houses,0.2,0.9,0.3,132.0
2019-05-01,2019-05,2019,2019Q2,Mid-West - houses,Mid-West,Houses,-0.3,5.9,-1.7,147.8
2019-05-01,2019-05,2019,2019Q2,Midland - houses,Midland,Houses,0.1,8.0,2.0,154.8
2019-05-01,2019-05,2019,2019Q2,National - all residential properties,National,All residential,0.3,2.6,0.6,133.6
2019-05-01,2019-05,2019,2019Q2,National - apartments,National,Apartments,-0.1,1.7,-0.1,135.6
2019-05-01,2019-05,2019,2019Q2,National - houses,National,Houses,0.3,2.8,0.5,133.1
2019-05-01,2019-05,2019,2019Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.4,5.3,1.6,143.9
2019-05-01,2019-05,2019,2019Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.7,4.9,2.2,157.4
2019-05-01,2019-05,2019,2019Q2,National excluding Dublin - houses,National excluding Dublin,Houses,0.3,5.4,1.5,142.7
2019-05-01,2019-05,2019,2019Q2,South Dublin - houses,South Dublin,Houses,-0.1,3.8,0.0,122.6
2019-05-01,2019-05,2019,2019Q2,South-East - houses,South-East,Houses,-0.7,7.5,-0.7,144.1
2019-05-01,2019-05,2019,2019Q2,South-West - houses,South-West,Houses,0.2,4.2,0.2,142.5
2019-05-01,2019-05,2019,2019Q2,West - houses,West,Houses,1.0,9.9,3.9,160.0
2019-06-01,2019-06,2019,2019Q2,Border - houses,Border,Houses,0.2,14.3,1.9,142.3
2019-06-01,2019-06,2019,2019Q2,Dublin - all residential properties,Dublin,All residential,0.3,0.1,0.4,124.5
2019-06-01,2019-06,2019,2019Q2,Dublin - apartments,Dublin,Apartments,0.6,0.0,1.1,129.2
2019-06-01,2019-06,2019,2019Q2,Dublin - houses,Dublin,Houses,0.1,0.1,0.1,123.2
2019-06-01,2019-06,2019,2019Q2,Dublin City - houses,Dublin City,Houses,0.0,-1.3,-1.1,124.3
2019-06-01,2019-06,2019,2019Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.9,-3.8,-2.6,120.2
2019-06-01,2019-06,2019,2019Q2,Fingal - houses,Fingal,Houses,0.1,1.2,1.0,121.5
2019-06-01,2019-06,2019,2019Q2,Mid-East - houses,Mid-East,Houses,0.4,0.1,0.6,132.5
2019-06-01,2019-06,2019,2019Q2,Mid-West - houses,Mid-West,Houses,0.9,3.7,0.2,149.1
2019-06-01,2019-06,2019,2019Q2,Midland - houses,Midland,Houses,-0.1,6.9,0.6,154.6
2019-06-01,2019-06,2019,2019Q2,National - all residential properties,National,All residential,0.4,2.0,0.9,134.2
2019-06-01,2019-06,2019,2019Q2,National - apartments,National,Apartments,0.4,1.2,0.4,136.1
2019-06-01,2019-06,2019,2019Q2,National - houses,National,Houses,0.4,2.1,0.7,133.6
2019-06-01,2019-06,2019,2019Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.6,4.0,1.3,144.8
2019-06-01,2019-06,2019,2019Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.9,5.2,2.0,158.7
2019-06-01,2019-06,2019,2019Q2,National excluding Dublin - houses,National excluding Dublin,Houses,0.6,3.8,1.3,143.6
2019-06-01,2019-06,2019,2019Q2,South Dublin - houses,South Dublin,Houses,-0.1,3.5,-0.1,122.5
2019-06-01,2019-06,2019,2019Q2,South-East - houses,South-East,Houses,0.2,7.3,-0.6,144.5
2019-06-01,2019-06,2019,2019Q2,South-West - houses,South-West,Houses,0.5,2.4,0.6,143.2
2019-06-01,2019-06,2019,2019Q2,West - houses,West,Houses,0.2,8.6,2.1,160.3
2019-07-01,2019-07,2019,2019Q3,Border - houses,Border,Houses,1.4,15.4,2.8,144.3
2019-07-01,2019-07,2019,2019Q3,Dublin - all residential properties,Dublin,All residential,0.7,0.0,1.1,125.3
2019-07-01,2019-07,2019,2019Q3,Dublin - apartments,Dublin,Apartments,1.5,1.1,2.2,131.2
2019-07-01,2019-07,2019,2019Q3,Dublin - houses,Dublin,Houses,0.4,-0.4,0.7,123.7
2019-07-01,2019-07,2019,2019Q3,Dublin City - houses,Dublin City,Houses,0.5,-1.1,-0.2,124.9
2019-07-01,2019-07,2019,2019Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.6,-5.8,-2.4,119.4
2019-07-01,2019-07,2019,2019Q3,Fingal - houses,Fingal,Houses,-0.1,1.6,1.3,121.4
2019-07-01,2019-07,2019,2019Q3,Mid-East - houses,Mid-East,Houses,0.5,0.4,1.0,133.1
2019-07-01,2019-07,2019,2019Q3,Mid-West - houses,Mid-West,Houses,1.8,4.0,2.4,151.8
2019-07-01,2019-07,2019,2019Q3,Midland - houses,Midland,Houses,-1.7,3.7,-1.7,152.0
2019-07-01,2019-07,2019,2019Q3,National - all residential properties,National,All residential,0.8,2.2,1.6,135.3
2019-07-01,2019-07,2019,2019Q3,National - apartments,National,Apartments,0.9,1.5,1.2,137.4
2019-07-01,2019-07,2019,2019Q3,National - houses,National,Houses,0.7,2.1,1.4,134.6
2019-07-01,2019-07,2019,2019Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,1.0,4.4,2.0,146.2
2019-07-01,2019-07,2019,2019Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.6,4.8,2.2,159.7
2019-07-01,2019-07,2019,2019Q3,National excluding Dublin - houses,National excluding Dublin,Houses,1.0,4.4,2.0,145.0
2019-07-01,2019-07,2019,2019Q3,South Dublin - houses,South Dublin,Houses,0.4,2.9,0.2,122.9
2019-07-01,2019-07,2019,2019Q3,South-East - houses,South-East,Houses,0.8,7.7,0.2,145.6
2019-07-01,2019-07,2019,2019Q3,South-West - houses,South-West,Houses,0.7,2.5,1.3,144.2
2019-07-01,2019-07,2019,2019Q3,West - houses,West,Houses,1.0,8.0,2.1,161.9
2019-08-01,2019-08,2019,2019Q3,Border - houses,Border,Houses,0.1,12.8,1.7,144.4
2019-08-01,2019-08,2019,2019Q3,Dublin - all residential properties,Dublin,All residential,0.4,-0.4,1.3,125.8
2019-08-01,2019-08,2019,2019Q3,Dublin - apartments,Dublin,Apartments,0.7,0.8,2.9,132.1
2019-08-01,2019-08,2019,2019Q3,Dublin - houses,Dublin,Houses,0.3,-0.8,0.8,124.1
2019-08-01,2019-08,2019,2019Q3,Dublin City - houses,Dublin City,Houses,0.4,-1.0,1.0,125.5
2019-08-01,2019-08,2019,2019Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.3,-6.4,-1.2,119.7
2019-08-01,2019-08,2019,2019Q3,Fingal - houses,Fingal,Houses,-0.1,2.1,0.0,121.3
2019-08-01,2019-08,2019,2019Q3,Mid-East - houses,Mid-East,Houses,0.0,0.1,0.8,133.1
2019-08-01,2019-08,2019,2019Q3,Mid-West - houses,Mid-West,Houses,1.4,4.1,4.1,153.9
2019-08-01,2019-08,2019,2019Q3,Midland - houses,Midland,Houses,1.5,5.2,-0.4,154.2
2019-08-01,2019-08,2019,2019Q3,National - all residential properties,National,All residential,0.3,1.9,1.6,135.7
2019-08-01,2019-08,2019,2019Q3,National - apartments,National,Apartments,0.5,1.0,1.8,138.0
2019-08-01,2019-08,2019,2019Q3,National - houses,National,Houses,0.3,1.9,1.4,134.9
2019-08-01,2019-08,2019,2019Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.2,4.3,1.8,146.5
2019-08-01,2019-08,2019,2019Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.3,4.1,1.8,160.2
2019-08-01,2019-08,2019,2019Q3,National excluding Dublin - houses,National excluding Dublin,Houses,0.2,4.2,1.8,145.3
2019-08-01,2019-08,2019,2019Q3,South Dublin - houses,South Dublin,Houses,-0.3,1.3,0.0,122.5
2019-08-01,2019-08,2019,2019Q3,South-East - houses,South-East,Houses,-0.6,5.6,0.4,144.7
2019-08-01,2019-08,2019,2019Q3,South-West - houses,South-West,Houses,0.3,2.8,1.5,144.6
2019-08-01,2019-08,2019,2019Q3,West - houses,West,Houses,0.5,8.1,1.7,162.7
2019-09-01,2019-09,2019,2019Q3,Border - houses,Border,Houses,1.1,11.4,2.6,146.0
2019-09-01,2019-09,2019,2019Q3,Dublin - all residential properties,Dublin,All residential,0.1,-1.1,1.2,125.9
2019-09-01,2019-09,2019,2019Q3,Dublin - apartments,Dublin,Apartments,-0.1,0.0,2.1,131.9
2019-09-01,2019-09,2019,2019Q3,Dublin - houses,Dublin,Houses,0.3,-1.4,1.0,124.4
2019-09-01,2019-09,2019,2019Q3,Dublin City - houses,Dublin City,Houses,0.6,-1.0,1.6,126.3
2019-09-01,2019-09,2019,2019Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.0,-6.9,-0.4,119.7
2019-09-01,2019-09,2019,2019Q3,Fingal - houses,Fingal,Houses,0.5,1.9,0.4,121.9
2019-09-01,2019-09,2019,2019Q3,Mid-East - houses,Mid-East,Houses,0.2,0.0,0.7,133.4
2019-09-01,2019-09,2019,2019Q3,Mid-West - houses,Mid-West,Houses,1.9,4.6,5.1,156.8
2019-09-01,2019-09,2019,2019Q3,Midland - houses,Midland,Houses,0.8,3.8,0.6,155.5
2019-09-01,2019-09,2019,2019Q3,National - all residential properties,National,All residential,0.1,1.1,1.2,135.9
2019-09-01,2019-09,2019,2019Q3,National - apartments,National,Apartments,0.2,0.7,1.6,138.3
